ID_pieza,Nombre,Color,Precio,ID_categoría
piezDes358NaHer,Destornilladores,Naranja,"6,86 €",cateHerr775
piezDes127MoHer,Destornilladores,Morado,"6,86 €",cateHerr775
piezDes500NgHer,Destornilladores,Negro,"6,86 €",cateHerr775
piezDes704BlHer,Destornilladores,Blanco,"6,86 €",cateHerr775
piezDes763RsHer,Destornilladores,Rosa,"6,86 €",cateHerr775
piezDes624MrHer,Destornilladores,Marrón,"6,86 €",cateHerr775
piezSie572RjHer,Sierras,Rojo,"31,6 €",cateHerr775
piezSie948AzHer,Sierras,Azul,"31,6 €",cateHerr775
piezSie866AmHer,Sierras,Amarillo,"31,6 €",cateHerr775
piezSie731VeHer,Sierras,Verde,"31,6 €",cateHerr775
piezSie492NaHer,Sierras,Naranja,"31,6 €",cateHerr775
piezSie666MoHer,Sierras,Morado,"31,6 €",cateHerr775
piezSie994NgHer,Sierras,Negro,"31,6 €",cateHerr775
piezSie959BlHer,Sierras,Blanco,"31,6 €",cateHerr775
piezSie857RsHer,Sierras,Rosa,"31,6 €",cateHerr775
piezSie645MrHer,Sierras,Marrón,"31,6 €",cateHerr775
piezLla986RjHer,Llaves,Rojo,"37,52 €",cateHerr775
piezLla839AzHer,Llaves,Azul,"37,52 €",cateHerr775
piezLla995AmHer,Llaves,Amarillo,"37,52 €",cateHerr775
piezLla363VeHer,Llaves,Verde,"37,52 €",cateHerr775
piezLla759NaHer,Llaves,Naranja,"37,52 €",cateHerr775
piezLla243MoHer,Llaves,Morado,"37,52 €",cateHerr775
piezLla172NgHer,Llaves,Negro,"37,52 €",cateHerr775
piezLla782BlHer,Llaves,Blanco,"37,52 €",cateHerr775
piezLla458RsHer,Llaves,Rosa,"37,52 €",cateHerr775
piezLla389MrHer,Llaves,Marrón,"37,52 €",cateHerr775
piezPin281RjHer,Pinzas,Rojo,"22,55 €",cateHerr775
piezPin191AzHer,Pinzas,Azul,"22,55 €",cateHerr775
piezPin085AmHer,Pinzas,Amarillo,"22,55 €",cateHerr775
piezPin986VeHer,Pinzas,Verde,"22,55 €",cateHerr775
piezPin409NaHer,Pinzas,Naranja,"22,55 €",cateHerr775
piezPin254MoHer,Pinzas,Morado,"22,55 €",cateHerr775
piezPin619NgHer,Pinzas,Negro,"22,55 €",cateHerr775
piezPin853BlHer,Pinzas,Blanco,"22,55 €",cateHerr775
piezPin112RsHer,Pinzas,Rosa,"22,55 €",cateHerr775
piezPin825MrHer,Pinzas,Marrón,"22,55 €",cateHerr775
piezCim105RjHer,Cintas métricas,Rojo,"36,49 €",cateHerr775
piezCim025AzHer,Cintas métricas,Azul,"36,49 €",cateHerr775
piezCim458AmHer,Cintas métricas,Amarillo,"36,49 €",cateHerr775
piezCim790VeHer,Cintas métricas,Verde,"36,49 €",cateHerr775
piezCim827NaHer,Cintas métricas,Naranja,"36,49 €",cateHerr775
piezCim625MoHer,Cintas métricas,Morado,"36,49 €",cateHerr775
piezCim158NgHer,Cintas métricas,Negro,"36,49 €",cateHerr775
piezCim450BlHer,Cintas métricas,Blanco,"36,49 €",cateHerr775
piezCim919RsHer,Cintas métricas,Rosa,"36,49 €",cateHerr775
piezCim052MrHer,Cintas métricas,Marrón,"36,49 €",cateHerr775
piezTal845RjHer,Taladros,Rojo,"26,11 €",cateHerr775
piezTal906AzHer,Taladros,Azul,"26,11 €",cateHerr775
piezTal860AmHer,Taladros,Amarillo,"26,11 €",cateHerr775
piezTal807VeHer,Taladros,Verde,"26,11 €",cateHerr775
piezTal731NaHer,Taladros,Naranja,"26,11 €",cateHerr775
piezTal669MoHer,Taladros,Morado,"26,11 €",cateHerr775
piezTal122NgHer,Taladros,Negro,"26,11 €",cateHerr775
piezTal337BlHer,Taladros,Blanco,"26,11 €",cateHerr775
piezTal664RsHer,Taladros,Rosa,"26,11 €",cateHerr775
piezTal314MrHer,Taladros,Marrón,"26,11 €",cateHerr775
piezCin723RjHer,Cinceles,Rojo,"27,74 €",cateHerr775
piezCin321AzHer,Cinceles,Azul,"27,74 €",cateHerr775
piezCin236AmHer,Cinceles,Amarillo,"27,74 €",cateHerr775
piezCin326VeHer,Cinceles,Verde,"27,74 €",cateHerr775
piezCin438NaHer,Cinceles,Naranja,"27,74 €",cateHerr775
piezCin472MoHer,Cinceles,Morado,"27,74 €",cateHerr775
piezCin765NgHer,Cinceles,Negro,"27,74 €",cateHerr775
piezCin959BlHer,Cinceles,Blanco,"27,74 €",cateHerr775
piezCin526RsHer,Cinceles,Rosa,"27,74 €",cateHerr775
piezCin369MrHer,Cinceles,Marrón,"27,74 €",cateHerr775
piezNiv618RjHer,Niveles,Rojo,"26,56 €",cateHerr775
piezNiv112AzHer,Niveles,Azul,"26,56 €",cateHerr775
piezNiv175AmHer,Niveles,Amarillo,"26,56 €",cateHerr775
piezNiv209VeHer,Niveles,Verde,"26,56 €",cateHerr775
piezNiv520NaHer,Niveles,Naranja,"26,56 €",cateHerr775
piezNiv789MoHer,Niveles,Morado,"26,56 €",cateHerr775
piezNiv832NgHer,Niveles,Negro,"26,56 €",cateHerr775
piezNiv270BlHer,Niveles,Blanco,"26,56 €",cateHerr775
piezNiv247RsHer,Niveles,Rosa,"26,56 €",cateHerr775
piezNiv322MrHer,Niveles,Marrón,"26,56 €",cateHerr775
piezLij165RjHer,Lijadoras,Rojo,"16,24 €",cateHerr775
piezLij570AzHer,Lijadoras,Azul,"16,24 €",cateHerr775
piezLij178AmHer,Lijadoras,Amarillo,"16,24 €",cateHerr775
piezLij732VeHer,Lijadoras,Verde,"16,24 €",cateHerr775
piezLij012NaHer,Lijadoras,Naranja,"16,24 €",cateHerr775
piezLij236MoHer,Lijadoras,Morado,"16,24 €",cateHerr775
piezLij104NgHer,Lijadoras,Negro,"16,24 €",cateHerr775
piezLij404BlHer,Lijadoras,Blanco,"16,24 €",cateHerr775
piezLij294RsHer,Lijadoras,Rosa,"16,24 €",cateHerr775
piezLij197MrHer,Lijadoras,Marrón,"16,24 €",cateHerr775
piezLad354RjCon,Ladrillos,Rojo,"44,65 €",cateCons806
piezLad121AzCon,Ladrillos,Azul,"44,65 €",cateCons806
piezLad467AmCon,Ladrillos,Amarillo,"44,65 €",cateCons806
piezLad453VeCon,Ladrillos,Verde,"44,65 €",cateCons806
piezLad593NaCon,Ladrillos,Naranja,"44,65 €",cateCons806
piezLad559MoCon,Ladrillos,Morado,"44,65 €",cateCons806
piezLad608NgCon,Ladrillos,Negro,"44,65 €",cateCons806
piezLad755BlCon,Ladrillos,Blanco,"44,65 €",cateCons806
piezLad897RsCon,Ladrillos,Rosa,"44,65 €",cateCons806
piezLad935MrCon,Ladrillos,Marrón,"44,65 €",cateCons806
piezCem180RjCon,Cemento,Rojo,"58,64 €",cateCons806
piezCem984AzCon,Cemento,Azul,"58,64 €",cateCons806
piezCem653AmCon,Cemento,Amarillo,"58,64 €",cateCons806
piezCem888VeCon,Cemento,Verde,"58,64 €",cateCons806
piezCem769NaCon,Cemento,Naranja,"58,64 €",cateCons806
piezCem421MoCon,Cemento,Morado,"58,64 €",cateCons806
piezCem536NgCon,Cemento,Negro,"58,64 €",cateCons806
piezCem215BlCon,Cemento,Blanco,"58,64 €",cateCons806
piezCem720RsCon,Cemento,Rosa,"58,64 €",cateCons806
piezCem745MrCon,Cemento,Marrón,"58,64 €",cateCons806
piezLdm496RjCon,Listón de madera,Rojo,"56,07 €",cateCons806
piezLdm412AzCon,Listón de madera,Azul,"56,07 €",cateCons806
piezLdm736AmCon,Listón de madera,Amarillo,"56,07 €",cateCons806
piezLdm956VeCon,Listón de madera,Verde,"56,07 €",cateCons806
piezLdm654NaCon,Listón de madera,Naranja,"56,07 €",cateCons806
piezLdm775MoCon,Listón de madera,Morado,"56,07 €",cateCons806
piezLdm421NgCon,Listón de madera,Negro,"56,07 €",cateCons806
piezLdm233BlCon,Listón de madera,Blanco,"56,07 €",cateCons806
piezLdm145RsCon,Listón de madera,Rosa,"56,07 €",cateCons806
piezLdm216MrCon,Listón de madera,Marrón,"56,07 €",cateCons806
piezPin874RjCon,Pintura,Rojo,"90,88 €",cateCons806
piezPin744AzCon,Pintura,Azul,"90,88 €",cateCons806
piezPin769AmCon,Pintura,Amarillo,"90,88 €",cateCons806
piezPin444VeCon,Pintura,Verde,"90,88 €",cateCons806
piezPin567NaCon,Pintura,Naranja,"90,88 €",cateCons806
piezPin158MoCon,Pintura,Morado,"90,88 €",cateCons806
piezPin933NgCon,Pintura,Negro,"90,88 €",cateCons806
piezPin266BlCon,Pintura,Blanco,"90,88 €",cateCons806
piezPin270RsCon,Pintura,Rosa,"90,88 €",cateCons806
piezPin198MrCon,Pintura,Marrón,"90,88 €",cateCons806
piezHdc609RjCon,Herramientas de construcción,Rojo,"16,66 €",cateCons806
piezHdc202AzCon,Herramientas de construcción,Azul,"16,66 €",cateCons806
piezHdc524AmCon,Herramientas de construcción,Amarillo,"16,66 €",cateCons806
piezHdc811VeCon,Herramientas de construcción,Verde,"16,66 €",cateCons806
piezHdc838NaCon,Herramientas de construcción,Naranja,"16,66 €",cateCons806
piezHdc877MoCon,Herramientas de construcción,Morado,"16,66 €",cateCons806
piezHdc558NgCon,Herramientas de construcción,Negro,"16,66 €",cateCons806
piezHdc083BlCon,Herramientas de construcción,Blanco,"16,66 €",cateCons806
piezHdc470RsCon,Herramientas de construcción,Rosa,"16,66 €",cateCons806
piezHdc806MrCon,Herramientas de construcción,Marrón,"16,66 €",cateCons806
piezYes342RjCon,Yeso,Rojo,"98,39 €",cateCons806
piezYes148AzCon,Yeso,Azul,"98,39 €",cateCons806
piezYes944AmCon,Yeso,Amarillo,"98,39 €",cateCons806
piezYes083VeCon,Yeso,Verde,"98,39 €",cateCons806
piezYes127NaCon,Yeso,Naranja,"98,39 €",cateCons806
piezYes195MoCon,Yeso,Morado,"98,39 €",cateCons806
piezYes326NgCon,Yeso,Negro,"98,39 €",cateCons806
piezYes214BlCon,Yeso,Blanco,"98,39 €",cateCons806
piezYes412RsCon,Yeso,Rosa,"98,39 €",cateCons806
piezYes499MrCon,Yeso,Marrón,"98,39 €",cateCons806
piezAzu761RjCon,Azulejos,Rojo,"40,68 €",cateCons806
piezAzu008AzCon,Azulejos,Azul,"40,68 €",cateCons806
piezAzu889AmCon,Azulejos,Amarillo,"40,68 €",cateCons806
piezAzu520VeCon,Azulejos,Verde,"40,68 €",cateCons806
piezAzu873NaCon,Azulejos,Naranja,"40,68 €",cateCons806
piezAzu434MoCon,Azulejos,Morado,"40,68 €",cateCons806
piezAzu212NgCon,Azulejos,Negro,"40,68 €",cateCons806
piezAzu628BlCon,Azulejos,Blanco,"40,68 €",cateCons806
piezAzu836RsCon,Azulejos,Rosa,"40,68 €",cateCons806
piezAzu682MrCon,Azulejos,Marrón,"40,68 €",cateCons806
piezCae099RjCon,Cables eléctricos,Rojo,"47,34 €",cateCons806
piezCae106AzCon,Cables eléctricos,Azul,"47,34 €",cateCons806
piezCae254AmCon,Cables eléctricos,Amarillo,"47,34 €",cateCons806
piezCae675VeCon,Cables eléctricos,Verde,"47,34 €",cateCons806
piezCae794NaCon,Cables eléctricos,Naranja,"47,34 €",cateCons806
piezCae623MoCon,Cables eléctricos,Morado,"47,34 €",cateCons806
piezCae039NgCon,Cables eléctricos,Negro,"47,34 €",cateCons806
piezCae436BlCon,Cables eléctricos,Blanco,"47,34 €",cateCons806
piezCae622RsCon,Cables eléctricos,Rosa,"47,34 €",cateCons806
piezCae085MrCon,Cables eléctricos,Marrón,"47,34 €",cateCons806
piezTdP149RjCon,Tubos de PVC,Rojo,"76,46 €",cateCons806
piezTdP258AzCon,Tubos de PVC,Azul,"76,46 €",cateCons806
piezTdP469AmCon,Tubos de PVC,Amarillo,"76,46 €",cateCons806
piezTdP161VeCon,Tubos de PVC,Verde,"76,46 €",cateCons806
piezTdP786NaCon,Tubos de PVC,Naranja,"76,46 €",cateCons806
piezTdP983MoCon,Tubos de PVC,Morado,"76,46 €",cateCons806
piezTdP281NgCon,Tubos de PVC,Negro,"76,46 €",cateCons806
piezTdP278BlCon,Tubos de PVC,Blanco,"76,46 €",cateCons806
piezTdP246RsCon,Tubos de PVC,Rosa,"76,46 €",cateCons806
piezTdP402MrCon,Tubos de PVC,Marrón,"76,46 €",cateCons806
piezCla971RjCon,Clavos,Rojo,"47,54 €",cateCons806
piezCla211AzCon,Clavos,Azul,"47,54 €",cateCons806
piezCla322AmCon,Clavos,Amarillo,"47,54 €",cateCons806
piezCla389VeCon,Clavos,Verde,"47,54 €",cateCons806
piezCla032NaCon,Clavos,Naranja,"47,54 €",cateCons806
piezCla268MoCon,Clavos,Morado,"47,54 €",cateCons806
piezCla757NgCon,Clavos,Negro,"47,54 €",cateCons806
piezCla340BlCon,Clavos,Blanco,"47,54 €",cateCons806
piezCla768RsCon,Clavos,Rosa,"47,54 €",cateCons806
piezCla660MrCon,Clavos,Marrón,"47,54 €",cateCons806
piezMaq486RjCos,Maquillaje,Rojo,"18,95 €",cateCosm990
piezMaq405AzCos,Maquillaje,Azul,"18,95 €",cateCosm990
piezMaq410AmCos,Maquillaje,Amarillo,"18,95 €",cateCosm990
piezMaq077VeCos,Maquillaje,Verde,"18,95 €",cateCosm990
piezMaq095NaCos,Maquillaje,Naranja,"18,95 €",cateCosm990
piezMaq227MoCos,Maquillaje,Morado,"18,95 €",cateCosm990
piezMaq232NgCos,Maquillaje,Negro,"18,95 €",cateCosm990
piezMaq168BlCos,Maquillaje,Blanco,"18,95 €",cateCosm990
piezMaq620RsCos,Maquillaje,Rosa,"18,95 €",cateCosm990
piezMaq035MrCos,Maquillaje,Marrón,"18,95 €",cateCosm990
piezCre385RjCos,Cremas,Rojo,"8,75 €",cateCosm990
piezCre791AzCos,Cremas,Azul,"8,75 €",cateCosm990
piezCre373AmCos,Cremas,Amarillo,"8,75 €",cateCosm990
piezCre774VeCos,Cremas,Verde,"8,75 €",cateCosm990
piezCre068NaCos,Cremas,Naranja,"8,75 €",cateCosm990
piezCre966MoCos,Cremas,Morado,"8,75 €",cateCosm990
piezCre607NgCos,Cremas,Negro,"8,75 €",cateCosm990
piezCre823BlCos,Cremas,Blanco,"8,75 €",cateCosm990
piezCre775RsCos,Cremas,Rosa,"8,75 €",cateCosm990
piezCre816MrCos,Cremas,Marrón,"8,75 €",cateCosm990
piezPer293RjCos,Perfumes,Rojo,"14,14 €",cateCosm990
piezPer896AzCos,Perfumes,Azul,"14,14 €",cateCosm990
piezPer633AmCos,Perfumes,Amarillo,"14,14 €",cateCosm990
piezPer788VeCos,Perfumes,Verde,"14,14 €",cateCosm990
piezPer629NaCos,Perfumes,Naranja,"14,14 €",cateCosm990
piezPer990MoCos,Perfumes,Morado,"14,14 €",cateCosm990
piezPer297NgCos,Perfumes,Negro,"14,14 €",cateCosm990
piezPer170BlCos,Perfumes,Blanco,"14,14 €",cateCosm990
piezPer181RsCos,Perfumes,Rosa,"14,14 €",cateCosm990
piezPer341MrCos,Perfumes,Marrón,"14,14 €",cateCosm990
piezPin367RjCos,Pintalabios,Rojo,"15,28 €",cateCosm990
piezPin086AzCos,Pintalabios,Azul,"15,28 €",cateCosm990
piezPin842AmCos,Pintalabios,Amarillo,"15,28 €",cateCosm990
piezPin490VeCos,Pintalabios,Verde,"15,28 €",cateCosm990
piezPin682NaCos,Pintalabios,Naranja,"15,28 €",cateCosm990
piezPin791MoCos,Pintalabios,Morado,"15,28 €",cateCosm990
piezPin216NgCos,Pintalabios,Negro,"15,28 €",cateCosm990
piezPin531BlCos,Pintalabios,Blanco,"15,28 €",cateCosm990
piezPin023RsCos,Pintalabios,Rosa,"15,28 €",cateCosm990
piezPin928MrCos,Pintalabios,Marrón,"15,28 €",cateCosm990
piezCha065RjCos,Champú,Rojo,"13,35 €",cateCosm990
piezCha041AzCos,Champú,Azul,"13,35 €",cateCosm990
piezCha174AmCos,Champú,Amarillo,"13,35 €",cateCosm990
piezCha007VeCos,Champú,Verde,"13,35 €",cateCosm990
piezCha523NaCos,Champú,Naranja,"13,35 €",cateCosm990
piezCha309MoCos,Champú,Morado,"13,35 €",cateCosm990
piezCha252NgCos,Champú,Negro,"13,35 €",cateCosm990
piezCha869BlCos,Champú,Blanco,"13,35 €",cateCosm990
piezCha511RsCos,Champú,Rosa,"13,35 €",cateCosm990
piezCha035MrCos,Champú,Marrón,"13,35 €",cateCosm990
piezEdu228RjCos,Esmaltes de uñas,Rojo,"8,82 €",cateCosm990
piezEdu591AzCos,Esmaltes de uñas,Azul,"8,82 €",cateCosm990
piezEdu068AmCos,Esmaltes de uñas,Amarillo,"8,82 €",cateCosm990
piezEdu310VeCos,Esmaltes de uñas,Verde,"8,82 €",cateCosm990
piezEdu005NaCos,Esmaltes de uñas,Naranja,"8,82 €",cateCosm990
piezEdu565MoCos,Esmaltes de uñas,Morado,"8,82 €",cateCosm990
piezEdu860NgCos,Esmaltes de uñas,Negro,"8,82 €",cateCosm990
piezEdu950BlCos,Esmaltes de uñas,Blanco,"8,82 €",cateCosm990
piezEdu767RsCos,Esmaltes de uñas,Rosa,"8,82 €",cateCosm990
piezEdu155MrCos,Esmaltes de uñas,Marrón,"8,82 €",cateCosm990
piezBdm170RjCos,Brochas de maquillaje,Rojo,"12,46 €",cateCosm990
piezBdm920AzCos,Brochas de maquillaje,Azul,"12,46 €",cateCosm990
piezBdm302AmCos,Brochas de maquillaje,Amarillo,"12,46 €",cateCosm990
piezBdm164VeCos,Brochas de maquillaje,Verde,"12,46 €",cateCosm990
piezBdm141NaCos,Brochas de maquillaje,Naranja,"12,46 €",cateCosm990
piezBdm533MoCos,Brochas de maquillaje,Morado,"12,46 €",cateCosm990
piezBdm229NgCos,Brochas de maquillaje,Negro,"12,46 €",cateCosm990
piezBdm122BlCos,Brochas de maquillaje,Blanco,"12,46 €",cateCosm990
piezBdm543RsCos,Brochas de maquillaje,Rosa,"12,46 €",cateCosm990
piezBdm146MrCos,Brochas de maquillaje,Marrón,"12,46 €",cateCosm990
piezAce156RjCos,Aceites esenciales,Rojo,"4,44 €",cateCosm990
piezAce290AzCos,Aceites esenciales,Azul,"4,44 €",cateCosm990
piezAce902AmCos,Aceites esenciales,Amarillo,"4,44 €",cateCosm990
piezAce202VeCos,Aceites esenciales,Verde,"4,44 €",cateCosm990
piezAce657NaCos,Aceites esenciales,Naranja,"4,44 €",cateCosm990
piezAce984MoCos,Aceites esenciales,Morado,"4,44 €",cateCosm990
piezAce312NgCos,Aceites esenciales,Negro,"4,44 €",cateCosm990
piezAce564BlCos,Aceites esenciales,Blanco,"4,44 €",cateCosm990
piezAce068RsCos,Aceites esenciales,Rosa,"4,44 €",cateCosm990
piezAce539MrCos,Aceites esenciales,Marrón,"4,44 €",cateCosm990
piezMaf589RjCos,Mascarillas faciales,Rojo,"17,38 €",cateCosm990
piezMaf621AzCos,Mascarillas faciales,Azul,"17,38 €",cateCosm990
piezMaf832AmCos,Mascarillas faciales,Amarillo,"17,38 €",cateCosm990
piezMaf153VeCos,Mascarillas faciales,Verde,"17,38 €",cateCosm990
piezMaf353NaCos,Mascarillas faciales,Naranja,"17,38 €",cateCosm990
piezMaf622MoCos,Mascarillas faciales,Morado,"17,38 €",cateCosm990
piezMaf548NgCos,Mascarillas faciales,Negro,"17,38 €",cateCosm990
piezMaf698BlCos,Mascarillas faciales,Blanco,"17,38 €",cateCosm990
piezMaf145RsCos,Mascarillas faciales,Rosa,"17,38 €",cateCosm990
piezMaf705MrCos,Mascarillas faciales,Marrón,"17,38 €",cateCosm990
piezLoc174RjCos,Lociones corporales,Rojo,"10,43 €",cateCosm990
piezLoc230AzCos,Lociones corporales,Azul,"10,43 €",cateCosm990
piezLoc082AmCos,Lociones corporales,Amarillo,"10,43 €",cateCosm990
piezLoc556VeCos,Lociones corporales,Verde,"10,43 €",cateCosm990
piezLoc236NaCos,Lociones corporales,Naranja,"10,43 €",cateCosm990
piezLoc774MoCos,Lociones corporales,Morado,"10,43 €",cateCosm990
